"","Entrez","Pathway","SYMBOL"
"mmu04659 Th17 cell differentiation82","21803","Th17 cell differentiation","Tgfb1"
"mmu04659 Th17 cell differentiation83","21812","Th17 cell differentiation","Tgfbr1"
"mmu04659 Th17 cell differentiation84","21813","Th17 cell differentiation","Tgfbr2"
"mmu04659 Th17 cell differentiation85","22637","Th17 cell differentiation","Zap70"
"mmu04659 Th17 cell differentiation86","239114","Th17 cell differentiation","Il17d"
"mmu04659 Th17 cell differentiation87","257630","Th17 cell differentiation","Il17f"
"mmu04659 Th17 cell differentiation88","26413","Th17 cell differentiation","Mapk1"
"mmu04659 Th17 cell differentiation89","26414","Th17 cell differentiation","Mapk10"
"mmu04659 Th17 cell differentiation90","26415","Th17 cell differentiation","Mapk13"
"mmu04659 Th17 cell differentiation91","26416","Th17 cell differentiation","Mapk14"
"mmu04659 Th17 cell differentiation92","26417","Th17 cell differentiation","Mapk3"
"mmu04659 Th17 cell differentiation93","26419","Th17 cell differentiation","Mapk8"
"mmu04659 Th17 cell differentiation94","26420","Th17 cell differentiation","Mapk9"
"mmu04659 Th17 cell differentiation95","29857","Th17 cell differentiation","Mapk12"
"mmu04659 Th17 cell differentiation96","381091","Th17 cell differentiation","H2-Eb2"
"mmu04659 Th17 cell differentiation97","50929","Th17 cell differentiation","Il22"
"mmu04659 Th17 cell differentiation98","50931","Th17 cell differentiation","Il27ra"
"mmu04659 Th17 cell differentiation99","54721","Th17 cell differentiation","Tyk2"
"mmu04659 Th17 cell differentiation100","56717","Th17 cell differentiation","Mtor"
"mmu04659 Th17 cell differentiation101","57765","Th17 cell differentiation","Tbx21"
"mmu04659 Th17 cell differentiation102","60504","Th17 cell differentiation","Il21r"
"mmu04659 Th17 cell differentiation103","60505","Th17 cell differentiation","Il21"
"mmu04659 Th17 cell differentiation104","83430","Th17 cell differentiation","Il23a"
"mmu04657 IL-17 signaling pathway1","103213","IL-17 signaling pathway","Traf3ip2"
"mmu04657 IL-17 signaling pathway2","110809","IL-17 signaling pathway","Srsf1"
"mmu04657 IL-17 signaling pathway3","12367","IL-17 signaling pathway","Casp3"
"mmu04657 IL-17 signaling pathway4","12370","IL-17 signaling pathway","Casp8"
"mmu04657 IL-17 signaling pathway5","12608","IL-17 signaling pathway","Cebpb"
"mmu04657 IL-17 signaling pathway6","12675","IL-17 signaling pathway","Chuk"
"mmu04657 IL-17 signaling pathway7","12981","IL-17 signaling pathway","Csf2"
"mmu04657 IL-17 signaling pathway8","12985","IL-17 signaling pathway","Csf3"
"mmu04657 IL-17 signaling pathway9","140806","IL-17 signaling pathway","Il25"
"mmu04657 IL-17 signaling pathway10","14082","IL-17 signaling pathway","Fadd"
"mmu04657 IL-17 signaling pathway11","14281","IL-17 signaling pathway","Fos"
"mmu04657 IL-17 signaling pathway12","14282","IL-17 signaling pathway","Fosb"
"mmu04657 IL-17 signaling pathway13","14283","IL-17 signaling pathway","Fosl1"
"mmu04657 IL-17 signaling pathway14","14825","IL-17 signaling pathway","Cxcl1"
"mmu04657 IL-17 signaling pathway15","15516","IL-17 signaling pathway","Hsp90ab1"
"mmu04657 IL-17 signaling pathway16","15519","IL-17 signaling pathway","Hsp90aa1"
"mmu04657 IL-17 signaling pathway17","15568","IL-17 signaling pathway","Elavl1"
"mmu04657 IL-17 signaling pathway18","15945","IL-17 signaling pathway","Cxcl10"
"mmu04657 IL-17 signaling pathway19","15978","IL-17 signaling pathway","Ifng"
"mmu04657 IL-17 signaling pathway20","16150","IL-17 signaling pathway","Ikbkb"
"mmu04657 IL-17 signaling pathway21","16151","IL-17 signaling pathway","Ikbkg"
"mmu04657 IL-17 signaling pathway22","16163","IL-17 signaling pathway","Il13"
"mmu04657 IL-17 signaling pathway23","16171","IL-17 signaling pathway","Il17a"
"mmu04657 IL-17 signaling pathway24","16172","IL-17 signaling pathway","Il17ra"
"mmu04657 IL-17 signaling pathway25","16176","IL-17 signaling pathway","Il1b"
"mmu04657 IL-17 signaling pathway26","16189","IL-17 signaling pathway","Il4"
"mmu04657 IL-17 signaling pathway27","16191","IL-17 signaling pathway","Il5"
"mmu04657 IL-17 signaling pathway28","16193","IL-17 signaling pathway","Il6"
"mmu04657 IL-17 signaling pathway29","16476","IL-17 signaling pathway","Jun"
"mmu04657 IL-17 signaling pathway30","16478","IL-17 signaling pathway","Jund"
"mmu04657 IL-17 signaling pathway31","16819","IL-17 signaling pathway","Lcn2"
"mmu04657 IL-17 signaling pathway32","171095","IL-17 signaling pathway","Il17rc"
"mmu04657 IL-17 signaling pathway33","17386","IL-17 signaling pathway","Mmp13"
"mmu04657 IL-17 signaling pathway34","17392","IL-17 signaling pathway","Mmp3"
"mmu04657 IL-17 signaling pathway35","17395","IL-17 signaling pathway","Mmp9"
"mmu04657 IL-17 signaling pathway36","17833","IL-17 signaling pathway","Muc5ac"
"mmu04657 IL-17 signaling pathway37","18033","IL-17 signaling pathway","Nfkb1"
"mmu04657 IL-17 signaling pathway38","18035","IL-17 signaling pathway","Nfkbia"
"mmu04657 IL-17 signaling pathway39","19094","IL-17 signaling pathway","Mapk11"
"mmu04657 IL-17 signaling pathway40","19225","IL-17 signaling pathway","Ptgs2"
"mmu04657 IL-17 signaling pathway41","19697","IL-17 signaling pathway","Rela"
"mmu04657 IL-17 signaling pathway42","20201","IL-17 signaling pathway","S100a8"
"mmu04657 IL-17 signaling pathway43","20202","IL-17 signaling pathway","S100a9"
"mmu04657 IL-17 signaling pathway44","20292","IL-17 signaling pathway","Ccl11"
"mmu04657 IL-17 signaling pathway45","20293","IL-17 signaling pathway","Ccl12"
"mmu04657 IL-17 signaling pathway46","20295","IL-17 signaling pathway","Ccl17"
"mmu04657 IL-17 signaling pathway47","20296","IL-17 signaling pathway","Ccl2"
"mmu04657 IL-17 signaling pathway48","20297","IL-17 signaling pathway","Ccl20"
"mmu04657 IL-17 signaling pathway49","20306","IL-17 signaling pathway","Ccl7"
"mmu04657 IL-17 signaling pathway50","20310","IL-17 signaling pathway","Cxcl2"
"mmu04657 IL-17 signaling pathway51","20311","IL-17 signaling pathway","Cxcl5"
"mmu04657 IL-17 signaling pathway52","21926","IL-17 signaling pathway","Tnf"
"mmu04657 IL-17 signaling pathway53","21929","IL-17 signaling pathway","Tnfaip3"
"mmu04657 IL-17 signaling pathway54","22027","IL-17 signaling pathway","Hsp90b1"
"mmu04657 IL-17 signaling pathway55","22030","IL-17 signaling pathway","Traf2"
"mmu04657 IL-17 signaling pathway56","22031","IL-17 signaling pathway","Traf3"
"mmu04657 IL-17 signaling pathway57","22032","IL-17 signaling pathway","Traf4"
"mmu04657 IL-17 signaling pathway58","22033","IL-17 signaling pathway","Traf5"
"mmu04657 IL-17 signaling pathway59","22034","IL-17 signaling pathway","Traf6"
"mmu04657 IL-17 signaling pathway60","225724","IL-17 signaling pathway","Mapk4"
"mmu04657 IL-17 signaling pathway61","234836","IL-17 signaling pathway","Il17c"
"mmu04657 IL-17 signaling pathway62","239114","IL-17 signaling pathway","Il17d"
"mmu04657 IL-17 signaling pathway63","23939","IL-17 signaling pathway","Mapk7"
"mmu04657 IL-17 signaling pathway64","257630","IL-17 signaling pathway","Il17f"
"mmu04657 IL-17 signaling pathway65","26409","IL-17 signaling pathway","Map3k7"
"mmu04657 IL-17 signaling pathway66","26413","IL-17 signaling pathway","Mapk1"
"mmu04657 IL-17 signaling pathway67","26414","IL-17 signaling pathway","Mapk10"
"mmu04657 IL-17 signaling pathway68","26415","IL-17 signaling pathway","Mapk13"
"mmu04657 IL-17 signaling pathway69","26416","IL-17 signaling pathway","Mapk14"
"mmu04657 IL-17 signaling pathway70","26417","IL-17 signaling pathway","Mapk3"
"mmu04657 IL-17 signaling pathway71","26419","IL-17 signaling pathway","Mapk8"
"mmu04657 IL-17 signaling pathway72","26420","IL-17 signaling pathway","Mapk9"
"mmu04657 IL-17 signaling pathway73","29857","IL-17 signaling pathway","Mapk12"
"mmu04657 IL-17 signaling pathway74","30940","IL-17 signaling pathway","Usp25"
"mmu04657 IL-17 signaling pathway75","330122","IL-17 signaling pathway","Cxcl3"
"mmu04657 IL-17 signaling pathway76","332110","IL-17 signaling pathway","Mapk15"
"mmu04657 IL-17 signaling pathway77","50772","IL-17 signaling pathway","Mapk6"
"mmu04657 IL-17 signaling pathway78","50905","IL-17 signaling pathway","Il17rb"
"mmu04657 IL-17 signaling pathway79","56069","IL-17 signaling pathway","Il17b"
"mmu04657 IL-17 signaling pathway80","56480","IL-17 signaling pathway","Tbk1"
"mmu04657 IL-17 signaling pathway81","56489","IL-17 signaling pathway","Ikbke"
"mmu04657 IL-17 signaling pathway82","56519","IL-17 signaling pathway","Defb4"
"mmu04657 IL-17 signaling pathway83","56637","IL-17 signaling pathway","Gsk3b"
"mmu04657 IL-17 signaling pathway84","57890","IL-17 signaling pathway","Il17re"
"mmu04657 IL-17 signaling pathway85","59008","IL-17 signaling pathway","Anapc5"
"mmu04657 IL-17 signaling pathway86","66724","IL-17 signaling pathway","Tab3"
"mmu04657 IL-17 signaling pathway87","68652","IL-17 signaling pathway","Tab2"
"mmu04657 IL-17 signaling pathway88","71609","IL-17 signaling pathway","Tradd"
"mmu04657 IL-17 signaling pathway89","74180","IL-17 signaling pathway","Muc5b"
"mmu04657 IL-17 signaling pathway90","83995","IL-17 signaling pathway","Mmp1a"
"mmu04657 IL-17 signaling pathway91","83996","IL-17 signaling pathway","Mmp1b"
"mmu04662 B cell receptor signaling pathway1","100038909","B cell receptor signaling pathway","Gm14548"
"mmu04662 B cell receptor signaling pathway2","100041146","B cell receptor signaling pathway","Gm15448"
"mmu04662 B cell receptor signaling pathway3","108723","B cell receptor signaling pathway","Card11"
"mmu04662 B cell receptor signaling pathway4","110157","B cell receptor signaling pathway","Raf1"
"mmu04662 B cell receptor signaling pathway5","11651","B cell receptor signaling pathway","Akt1"
"mmu04662 B cell receptor signaling pathway6","11652","B cell receptor signaling pathway","Akt2"
"mmu04662 B cell receptor signaling pathway7","12042","B cell receptor signaling pathway","Bcl10"
"mmu04662 B cell receptor signaling pathway8","12229","B cell receptor signaling pathway","Btk"
"mmu04662 B cell receptor signaling pathway9","12478","B cell receptor signaling pathway","Cd19"
"mmu04662 B cell receptor signaling pathway10","12483","B cell receptor signaling pathway","Cd22"
"mmu04662 B cell receptor signaling pathway11","12517","B cell receptor signaling pathway","Cd72"
"mmu04662 B cell receptor signaling pathway12","12518","B cell receptor signaling pathway","Cd79a"
"mmu04662 B cell receptor signaling pathway13","12520","B cell receptor signaling pathway","Cd81"
"mmu04662 B cell receptor signaling pathway14","12675","B cell receptor signaling pathway","Chuk"
"mmu04662 B cell receptor signaling pathway15","12902","B cell receptor signaling pathway","Cr2"
"mmu04662 B cell receptor signaling pathway16","14130","B cell receptor signaling pathway","Fcgr2b"
"mmu04662 B cell receptor signaling pathway17","14281","B cell receptor signaling pathway","Fos"
"mmu04662 B cell receptor signaling pathway18","14728","B cell receptor signaling pathway","Lilrb4a"
"mmu04662 B cell receptor signaling pathway19","14784","B cell receptor signaling pathway","Grb2"
"mmu04662 B cell receptor signaling pathway20","15170","B cell receptor signaling pathway","Ptpn6"
"mmu04662 B cell receptor signaling pathway21","15461","B cell receptor signaling pathway","Hras"
"mmu04662 B cell receptor signaling pathway22","15985","B cell receptor signaling pathway","Cd79b"
"mmu04662 B cell receptor signaling pathway23","16150","B cell receptor signaling pathway","Ikbkb"
"mmu04662 B cell receptor signaling pathway24","16151","B cell receptor signaling pathway","Ikbkg"
"mmu04662 B cell receptor signaling pathway25","16331","B cell receptor signaling pathway","Inpp5d"
"mmu04662 B cell receptor signaling pathway26","16332","B cell receptor signaling pathway","Inppl1"
"mmu04662 B cell receptor signaling pathway27","16476","B cell receptor signaling pathway","Jun"
"mmu04662 B cell receptor signaling pathway28","16653","B cell receptor signaling pathway","Kras"
"mmu04662 B cell receptor signaling pathway29","17060","B cell receptor signaling pathway","Blnk"
"mmu04662 B cell receptor signaling pathway30","170758","B cell receptor signaling pathway","Rac3"
"mmu04662 B cell receptor signaling pathway31","17096","B cell receptor signaling pathway","Lyn"
"mmu04662 B cell receptor signaling pathway32","18018","B cell receptor signaling pathway","Nfatc1"
"mmu04662 B cell receptor signaling pathway33","18019","B cell receptor signaling pathway","Nfatc2"
"mmu04662 B cell receptor signaling pathway34","18021","B cell receptor signaling pathway","Nfatc3"
"mmu04662 B cell receptor signaling pathway35","18033","B cell receptor signaling pathway","Nfkb1"
"mmu04662 B cell receptor signaling pathway36","18035","B cell receptor signaling pathway","Nfkbia"
"mmu04662 B cell receptor signaling pathway37","18036","B cell receptor signaling pathway","Nfkbib"
"mmu04662 B cell receptor signaling pathway38","18037","B cell receptor signaling pathway","Nfkbie"
"mmu04662 B cell receptor signaling pathway39","18176","B cell receptor signaling pathway","Nras"
"mmu04662 B cell receptor signaling pathway40","18706","B cell receptor signaling pathway","Pik3ca"
"mmu04662 B cell receptor signaling pathway41","18707","B cell receptor signaling pathway","Pik3cd"
"mmu04662 B cell receptor signaling pathway42","18708","B cell receptor signaling pathway","Pik3r1"
"mmu04662 B cell receptor signaling pathway43","18709","B cell receptor signaling pathway","Pik3r2"
"mmu04662 B cell receptor signaling pathway44","18710","B cell receptor signaling pathway","Pik3r3"
"mmu04662 B cell receptor signaling pathway45","18722","B cell receptor signaling pathway","Pira1"
"mmu04662 B cell receptor signaling pathway46","18724","B cell receptor signaling pathway","Pira11"
"mmu04662 B cell receptor signaling pathway47","18725","B cell receptor signaling pathway","Pira2"
"mmu04662 B cell receptor signaling pathway48","18726","B cell receptor signaling pathway","Lilra6"
"mmu04662 B cell receptor signaling pathway49","18727","B cell receptor signaling pathway","Pira4"
"mmu04662 B cell receptor signaling pathway50","18729","B cell receptor signaling pathway","Pira6"
"mmu04662 B cell receptor signaling pathway51","18730","B cell receptor signaling pathway","Pira7"
"mmu04662 B cell receptor signaling pathway52","18733","B cell receptor signaling pathway","Pirb"
"mmu04662 B cell receptor signaling pathway53","18751","B cell receptor signaling pathway","Prkcb"
"mmu04662 B cell receptor signaling pathway54","19055","B cell receptor signaling pathway","Ppp3ca"
"mmu04662 B cell receptor signaling pathway55","19056","B cell receptor signaling pathway","Ppp3cb"
"mmu04662 B cell receptor signaling pathway56","19057","B cell receptor signaling pathway","Ppp3cc"
"mmu04662 B cell receptor signaling pathway57","19058","B cell receptor signaling pathway","Ppp3r1"
"mmu04662 B cell receptor signaling pathway58","19059","B cell receptor signaling pathway","Ppp3r2"
"mmu04662 B cell receptor signaling pathway59","19353","B cell receptor signaling pathway","Rac1"
